List of all supported languages
Language	Voice type	Language code	Voice name	SSML Gender	Sample
Indonesian (Indonesia)	Premium	id-ID	id-ID-Wavenet-A	FEMALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Wavenet-B	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Wavenet-C	MALE	
Indonesian (Indonesia)	Premium	id-ID	id-ID-Wavenet-D	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp-HD-D	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp-HD-F	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp-HD-O	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Achernar	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Achird	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Algenib	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Algieba	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Alnilam	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Aoede	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Autonoe	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Callirrhoe	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Charon	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Despina	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Enceladus	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Erinome	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Fenrir	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Gacrux	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Iapetus	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Kore	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Laomedeia	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Leda	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Orus	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Puck	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Pulcherrima	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Rasalgethi	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Sadachbia	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Sadaltager	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Schedar	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Sulafat	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Umbriel	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Vindemiatrix	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Zephyr	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Chirp3-HD-Zubenelgenubi	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Neural2-A	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Neural2-E	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Neural2-F	MALE	
Italian (Italy)	Standard	it-IT	it-IT-Standard-E	FEMALE	
Italian (Italy)	Standard	it-IT	it-IT-Standard-F	MALE	
Italian (Italy)	Premium	it-IT	it-IT-Wavenet-E	FEMALE	
Italian (Italy)	Premium	it-IT	it-IT-Wavenet-F	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Achernar	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Achird	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Algenib	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Algieba	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Alnilam	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Aoede	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Autonoe	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Callirrhoe	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Charon	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Despina	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Enceladus	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Erinome	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Fenrir	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Gacrux	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Iapetus	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Kore	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Laomedeia	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Leda	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Orus	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Puck	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Pulcherrima	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Rasalgethi	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Sadachbia	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Sadaltager	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Schedar	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Sulafat	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Umbriel	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Vindemiatrix	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Zephyr	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Chirp3-HD-Zubenelgenubi	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Neural2-B	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Neural2-C	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Neural2-D	MALE	
Japanese (Japan)	Standard	ja-JP	ja-JP-Standard-A	FEMALE	
Japanese (Japan)	Standard	ja-JP	ja-JP-Standard-B	FEMALE	
Japanese (Japan)	Standard	ja-JP	ja-JP-Standard-C	MALE	
Japanese (Japan)	Standard	ja-JP	ja-JP-Standard-D	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Wavenet-A	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Wavenet-B	FEMALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Wavenet-C	MALE	
Japanese (Japan)	Premium	ja-JP	ja-JP-Wavenet-D	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Achernar	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Achird	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Algenib	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Algieba	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Alnilam	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Aoede	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Autonoe	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Callirrhoe	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Charon	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Despina	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Enceladus	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Erinome	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Fenrir	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Gacrux	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Iapetus	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Kore	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Laomedeia	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Leda	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Orus	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Puck	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Pulcherrima	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Rasalgethi	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Sadachbia	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Sadaltager	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Schedar	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Sulafat	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Umbriel	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Vindemiatrix	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Zephyr	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Chirp3-HD-Zubenelgenubi	MALE	
Kannada (India)	Standard	kn-IN	kn-IN-Standard-A	FEMALE	
Kannada (India)	Standard	kn-IN	kn-IN-Standard-B	MALE	
Kannada (India)	Standard	kn-IN	kn-IN-Standard-C	FEMALE	
Kannada (India)	Standard	kn-IN	kn-IN-Standard-D	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Wavenet-A	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Wavenet-B	MALE	
Kannada (India)	Premium	kn-IN	kn-IN-Wavenet-C	FEMALE	
Kannada (India)	Premium	kn-IN	kn-IN-Wavenet-D	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Achernar	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Achird	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Algenib	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Algieba	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Alnilam	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Aoede	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Autonoe	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Callirrhoe	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Charon	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Despina	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Enceladus	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Erinome	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Fenrir	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Gacrux	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Iapetus	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Kore	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Laomedeia	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Leda	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Orus	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Puck	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Pulcherrima	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Rasalgethi	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Sadachbia	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Sadaltager	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Schedar	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Sulafat	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Umbriel	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Vindemiatrix	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Zephyr	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Chirp3-HD-Zubenelgenubi	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Neural2-A	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Neural2-B	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Neural2-C	MALE	
Korean (South Korea)	Standard	ko-KR	ko-KR-Standard-A	FEMALE	
Korean (South Korea)	Standard	ko-KR	ko-KR-Standard-B	FEMALE	
Korean (South Korea)	Standard	ko-KR	ko-KR-Standard-C	MALE	
Korean (South Korea)	Standard	ko-KR	ko-KR-Standard-D	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Wavenet-A	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Wavenet-B	FEMALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Wavenet-C	MALE	
Korean (South Korea)	Premium	ko-KR	ko-KR-Wavenet-D	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Achernar	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Achird	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Algenib	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Algieba	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Alnilam	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Aoede	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Autonoe	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Callirrhoe	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Charon	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Despina	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Enceladus	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Erinome	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Fenrir	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Gacrux	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Iapetus	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Kore	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Laomedeia	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Leda	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Orus	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Puck	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Pulcherrima	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Rasalgethi	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Sadachbia	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Sadaltager	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Schedar	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Sulafat	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Umbriel	MALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Vindemiatrix	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Zephyr	FEMALE	
Latvian (Latvia)	Premium	lv-LV	lv-LV-Chirp3-HD-Zubenelgenubi	MALE	
Latvian (Latvia)	Standard	lv-LV	lv-LV-Standard-B	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Achernar	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Achird	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Algenib	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Algieba	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Alnilam	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Aoede	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Autonoe	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Callirrhoe	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Charon	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Despina	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Enceladus	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Erinome	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Fenrir	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Gacrux	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Iapetus	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Kore	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Laomedeia	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Leda	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Orus	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Puck	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Pulcherrima	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Rasalgethi	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Sadachbia	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Sadaltager	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Schedar	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Sulafat	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Umbriel	MALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Vindemiatrix	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Zephyr	FEMALE	
Lithuanian (Lithuania)	Premium	lt-LT	lt-LT-Chirp3-HD-Zubenelgenubi	MALE	
Lithuanian (Lithuania)	Standard	lt-LT	lt-LT-Standard-B	MALE	
Malay (Malaysia)	Standard	ms-MY	ms-MY-Standard-A	FEMALE	
Malay (Malaysia)	Standard	ms-MY	ms-MY-Standard-B	MALE	
Malay (Malaysia)	Standard	ms-MY	ms-MY-Standard-C	FEMALE	
Malay (Malaysia)	Standard	ms-MY	ms-MY-Standard-D	MALE	
Malay (Malaysia)	Premium	ms-MY	ms-MY-Wavenet-A	FEMALE	
Malay (Malaysia)	Premium	ms-MY	ms-MY-Wavenet-B	MALE	
Malay (Malaysia)	Premium	ms-MY	ms-MY-Wavenet-C	FEMALE	
Malay (Malaysia)	Premium	ms-MY	ms-MY-Wavenet-D	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Achernar	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Achird	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Algenib	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Algieba	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Alnilam	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Aoede	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Autonoe	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Callirrhoe	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Charon	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Despina	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Enceladus	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Erinome	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Fenrir	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Gacrux	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Iapetus	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Kore	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Laomedeia	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Leda	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Orus	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Puck	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Pulcherrima	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Rasalgethi	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Sadachbia	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Sadaltager	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Schedar	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Sulafat	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Umbriel	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Vindemiatrix	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Zephyr	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Chirp3-HD-Zubenelgenubi	MALE	
Malayalam (India)	Standard	ml-IN	ml-IN-Standard-A	FEMALE	
Malayalam (India)	Standard	ml-IN	ml-IN-Standard-B	MALE	
Malayalam (India)	Standard	ml-IN	ml-IN-Standard-C	FEMALE	
Malayalam (India)	Standard	ml-IN	ml-IN-Standard-D	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Wavenet-A	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Wavenet-B	MALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Wavenet-C	FEMALE	
Malayalam (India)	Premium	ml-IN	ml-IN-Wavenet-D	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Achernar	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Achird	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Algenib	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Algieba	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Alnilam	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Aoede	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Autonoe	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Callirrhoe	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Charon	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Despina	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Enceladus	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Erinome	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Fenrir	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Gacrux	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Iapetus	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Kore	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Laomedeia	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Leda	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Orus	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Puck	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Pulcherrima	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Rasalgethi	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Sadachbia	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Sadaltager	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Schedar	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Sulafat	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Umbriel	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Vindemiatrix	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Zephyr	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Chirp3-HD-Zubenelgenubi	MALE	
Mandarin Chinese	Standard	cmn-CN	cmn-CN-Standard-A	FEMALE	
Mandarin Chinese	Standard	cmn-CN	cmn-CN-Standard-B	MALE	
Mandarin Chinese	Standard	cmn-CN	cmn-CN-Standard-C	MALE	
Mandarin Chinese	Standard	cmn-CN	cmn-CN-Standard-D	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Wavenet-A	FEMALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Wavenet-B	MALE	
Mandarin Chinese	Premium	cmn-CN	cmn-CN-Wavenet-C	MALE	
